MovieID,Age,avg(Rating)
978,25,3.8333333333333335
3311,35,3.8333333333333335
3118,45,3.8333333333333335
1297,56,3.8333333333333335
2879,50,3.8333333333333335
3518,45,3.8333333333333335
2721,35,3.8333333333333335
3846,18,3.8333333333333335
2302,1,3.8333333333333335
3950,35,3.8333333333333335
2610,18,3.8333333333333335
3133,50,3.8333333333333335
1192,50,3.8333333333333335
3952,1,3.8333333333333335
3417,35,3.8333333333333335
1734,35,3.8333333333333335
2139,56,3.8333333333333335
1660,56,3.8333333333333335
1135,1,3.8333333333333335
3188,18,3.8333333333333335
86,45,3.8333333333333335
1953,1,3.8333333333333335
1185,35,3.8317757009345796
3068,25,3.8316831683168315
3543,25,3.8316151202749142
2081,35,3.831578947368421
594,25,3.8314176245210727
1258,45,3.8313253012048194
2194,50,3.8313253012048194
3366,35,3.831168831168831
440,50,3.831168831168831
1982,25,3.8309178743961354
357,56,3.830508474576271
3175,35,3.830379746835443
932,25,3.830188679245283
3361,45,3.83
931,35,3.8297872340425534
1357,25,3.8294930875576036
1954,18,3.8294117647058825
3052,18,3.8292682926829267
2779,50,3.8292682926829267
39,56,3.8292682926829267
302,25,3.8285714285714287
1088,56,3.8285714285714287
2946,18,3.8285714285714287
3094,35,3.8275862068965516
3788,50,3.8275862068965516
364,56,3.8275862068965516
454,56,3.8275862068965516
1594,18,3.8275862068965516
1078,18,3.8275862068965516
1321,25,3.827433628318584
3751,35,3.8269896193771626
3361,25,3.82646420824295
345,25,3.8262910798122065
938,50,3.8260869565217392
3929,25,3.8260869565217392
1019,50,3.8260869565217392
1942,25,3.8260869565217392
151,56,3.8260869565217392
2058,45,3.8260869565217392
1101,50,3.8260869565217392
1941,35,3.8260869565217392
3330,35,3.8260869565217392
1374,1,3.8260869565217392
2085,35,3.8260869565217392
3552,35,3.8256880733944953
1296,45,3.8253968253968256
2118,18,3.825
2797,1,3.825
1931,25,3.824561403508772
2353,45,3.824561403508772
2150,50,3.824561403508772
1258,50,3.824561403508772
16,56,3.823529411764706
1936,50,3.823529411764706
2083,45,3.823529411764706
3684,56,3.823529411764706
934,45,3.823529411764706
1938,45,3.823529411764706
3034,45,3.823529411764706
1411,35,3.823529411764706
319,18,3.823529411764706
3097,18,3.823529411764706
3903,35,3.823529411764706
2202,35,3.8225806451612905
838,18,3.8222222222222224
1680,35,3.8219178082191783
1393,25,3.8218923933209648
3545,25,3.8217821782178216
3549,35,3.8214285714285716
1302,56,3.8214285714285716
2664,18,3.8214285714285716
3361,56,3.8214285714285716
918,45,3.8214285714285716
1238,25,3.8210526315789473
3408,25,3.8205645161290325
342,45,3.8205128205128207
549,35,3.8205128205128207
2355,18,3.8201634877384194
3635,18,3.82
272,45,3.82
2333,50,3.82
3360,45,3.82
1955,50,3.82
2144,25,3.819672131147541
3253,18,3.819548872180451
3019,35,3.819277108433735
3916,18,3.8191489361702127
2872,35,3.819095477386935
1244,45,3.8190476190476192
3615,50,3.8181818181818183
3632,35,3.8181818181818183
2550,35,3.8181818181818183
2750,18,3.8181818181818183
3210,56,3.8181818181818183
1584,56,3.8181818181818183
851,18,3.8181818181818183
1130,50,3.8181818181818183
3289,35,3.8181818181818183
1956,45,3.8181818181818183
3728,18,3.8181818181818183
1910,35,3.8181818181818183
2883,50,3.8181818181818183
3310,25,3.8181818181818183
3655,50,3.8181818181818183
2721,25,3.8181818181818183
1248,1,3.8181818181818183
1253,1,3.8181818181818183
2618,35,3.8181818181818183
1844,25,3.8181818181818183
2024,50,3.8181818181818183
2231,1,3.8181818181818183
2708,25,3.8181818181818183
2940,56,3.8181818181818183
1500,25,3.817504655493482
3363,18,3.8173076923076925
364,25,3.8173076923076925
1694,35,3.817204301075269
1215,25,3.8171296296296298
535,25,3.816993464052288
474,35,3.8162162162162163
2917,25,3.8161764705882355
2359,25,3.8160919540229883
3362,50,3.8160919540229883
728,25,3.8160919540229883
1584,45,3.816
314,50,3.8157894736842106
2922,50,3.8157894736842106
1964,35,3.8157894736842106
3671,18,3.815068493150685
931,45,3.814814814814815
1693,50,3.814814814814815
1484,35,3.814814814814815
2413,18,3.814814814814815
492,56,3.814814814814815
3028,50,3.814814814814815
380,35,3.8146718146718146
1376,45,3.814432989690722
2081,45,3.8142857142857145
2115,50,3.8142857142857145
3742,25,3.8142857142857145
1885,35,3.814159292035398
838,50,3.813953488372093
1078,45,3.8135593220338984
1079,45,3.8135593220338984
562,25,3.8130434782608695
3189,45,3.8125
2968,56,3.8125
2996,50,3.8125
3230,50,3.8125
3831,35,3.8125
3447,50,3.8125
587,56,3.8125
2582,18,3.8125
892,50,3.8125
1827,35,3.8125
934,56,3.8125
3412,50,3.8125
846,25,3.8125
1279,35,3.8125
3505,35,3.8125
2212,35,3.8125
2593,25,3.8125
3788,45,3.8125
2139,45,3.8125
3753,45,3.8118811881188117
316,50,3.8115942028985508
1092,50,3.811320754716981
800,18,3.810810810810811
3653,25,3.810810810810811
2240,50,3.8095238095238093
1162,25,3.8095238095238093
3475,56,3.8095238095238093
1201,56,3.8095238095238093
978,35,3.8095238095238093
3036,50,3.8095238095238093
1834,50,3.8095238095238093
2439,50,3.8095238095238093
2183,50,3.8095238095238093
2005,1,3.8095238095238093
480,1,3.808988764044944
25,18,3.808641975308642
1946,25,3.8085106382978724
3081,1,3.8085106382978724
1179,35,3.8085106382978724
1321,45,3.8085106382978724
2000,18,3.808362369337979
223,35,3.808139534883721
508,25,3.8078431372549018
927,25,3.8076923076923075
3548,25,3.8076923076923075
3733,35,3.8076923076923075
2075,35,3.8076923076923075
272,56,3.8076923076923075
3720,25,3.8076923076923075
3189,50,3.8076923076923075
3178,18,3.8076923076923075
2302,50,3.8072289156626504
2301,25,3.8072289156626504
1625,45,3.807017543859649
2596,18,3.807017543859649
1028,18,3.8066298342541436
247,50,3.806451612903226
1682,56,3.806451612903226
483,25,3.806451612903226
1012,45,3.806451612903226
1289,35,3.806451612903226
1171,45,3.8055555555555554
3871,45,3.8055555555555554
2654,25,3.8055555555555554
1265,1,3.8051948051948052
3793,1,3.8051948051948052
2046,45,3.8048780487804876
1408,35,3.8045977011494254
2355,50,3.8045977011494254
2243,18,3.8043478260869565
2993,18,3.8043478260869565
1527,1,3.8043478260869565
1958,50,3.803921568627451
3753,56,3.803030303030303
1034,25,3.803030303030303
1356,35,3.802919708029197
1356,50,3.8028169014084505
902,35,3.8028169014084505
3360,18,3.802197802197802
3783,25,3.8020833333333335
1923,35,3.8017241379310347
1097,18,3.801526717557252
1261,25,3.801498127340824
2371,25,3.8013698630136985
1912,18,3.800925925925926
551,18,3.8008849557522124
1220,35,3.8006535947712417
1660,1,3.8
249,35,3.8
1034,56,3.8
901,56,3.8
13,50,3.8
3309,50,3.8
1366,50,3.8
2782,18,3.8
164,56,3.8
2068,45,3.8
3546,18,3.8
1954,1,3.8
3094,50,3.8
2065,25,3.8
1347,1,3.8
917,50,3.8
3230,56,3.8
3543,1,3.8
1663,18,3.8
2766,18,3.8
2276,50,3.8
2824,25,3.8
2916,45,3.8
409,35,3.8
714,35,3.8
128,25,3.8
2130,50,3.8
1144,35,3.8
647,45,3.8
3070,1,3.8
1362,18,3.8
3289,50,3.8
3076,45,3.8
257,50,3.8
3068,45,3.8
2013,1,3.8
2236,1,3.8
900,18,3.8
149,18,3.8
3416,45,3.8
1169,35,3.8
937,50,3.8
1257,35,3.8
2371,1,3.8
2020,1,3.8
1068,25,3.8
1358,1,3.8
2866,56,3.8
1657,50,3.8
2434,50,3.8
2390,1,3.8
2397,35,3.8
2284,18,3.8
178,35,3.8
3068,1,3.8
290,18,3.8
465,56,3.8
3178,45,3.8
3000,56,3.8
1900,45,3.8
3289,45,3.8
1331,50,3.8
3787,35,3.8
837,45,3.8
3456,18,3.8
3745,56,3.8
3644,50,3.8
3167,56,3.8
3645,25,3.8
3871,1,3.8
3537,56,3.8
2372,56,3.8
2918,56,3.8
3062,18,3.8
194,56,3.8
301,45,3.8
2316,1,3.8
2481,18,3.8
458,50,3.8
2512,35,3.8
3556,56,3.8
2166,56,3.8
3061,25,3.8
441,50,3.8
1934,50,3.8
2621,56,3.8
535,45,3.8
2439,56,3.8
2406,45,3.8
1564,50,3.8
595,50,3.8
1967,50,3.8
3092,25,3.8
3734,56,3.8
26,45,3.8
1236,35,3.8
350,56,3.8
3559,50,3.8
3576,45,3.8
1896,56,3.8
30,56,3.8
2990,1,3.8
475,35,3.8
2101,35,3.8
2870,18,3.8
2024,45,3.8
272,25,3.8
206,35,3.8
2323,18,3.8
3102,50,3.8
3831,56,3.8
563,35,3.8
2673,25,3.8
1612,45,3.8
1068,35,3.8
3086,50,3.8
230,56,3.8
3765,45,3.8
3936,50,3.8
3396,56,3.8
3025,50,3.8
1285,1,3.8
1124,50,3.8
1940,35,3.8
3188,45,3.8
3334,1,3.8
2948,25,3.798507462686567
21,45,3.798076923076923
2371,18,3.797979797979798
1393,18,3.7978339350180503
1227,25,3.797752808988764
515,25,3.797752808988764
3546,25,3.7972972972972974
2391,35,3.797202797202797
3510,35,3.7962962962962963
500,50,3.7962962962962963
350,50,3.7962962962962963
1914,25,3.795918367346939
2096,45,3.795918367346939
1333,18,3.795698924731183
73,18,3.7954545454545454
3516,50,3.7954545454545454
2883,35,3.7954545454545454
480,35,3.7953667953667956
2289,45,3.7951807228915664
2076,35,3.7951807228915664
2791,1,3.7948717948717947
357,45,3.7948717948717947
590,18,3.7947598253275108
2951,50,3.7945205479452055
3159,25,3.7942857142857145
2427,56,3.7941176470588234
3178,35,3.7941176470588234
2301,18,3.7941176470588234
492,25,3.7938931297709924
1042,50,3.793103448275862
534,45,3.793103448275862
3547,25,3.793103448275862
2087,56,3.793103448275862
949,45,3.793103448275862
2133,45,3.793103448275862
2611,25,3.793103448275862
1088,50,3.792452830188679
535,35,3.792452830188679
1466,25,3.792452830188679
2069,45,3.7916666666666665
1584,35,3.7916666666666665
2550,45,3.7916666666666665
3008,25,3.7916666666666665
3364,45,3.7916666666666665
3032,35,3.7916666666666665
3718,25,3.7916666666666665
3753,35,3.7916666666666665
3545,18,3.7916666666666665
1641,18,3.79126213592233
2159,35,3.7906976744186047
2863,35,3.7906976744186047
3148,25,3.7905138339920947
2662,25,3.7903225806451615
920,18,3.7902097902097904
2671,35,3.789855072463768
1810,56,3.789473684210526
2511,45,3.789473684210526
892,25,3.789473684210526
949,18,3.789473684210526
2046,50,3.789473684210526
2276,25,3.789473684210526
1958,18,3.789473684210526
3950,25,3.789473684210526
1258,56,3.789473684210526
2202,56,3.789473684210526
2150,35,3.789156626506024
3512,35,3.7888888888888888
1466,45,3.7884615384615383
1748,18,3.7881773399014778
3034,18,3.788135593220339
1673,18,3.788135593220339
3204,50,3.787878787878788
154,35,3.787878787878788
500,1,3.787878787878788
322,35,3.787878787878788
902,50,3.7875
3681,35,3.7875
2918,50,3.7875
1059,35,3.7872340425531914
1210,50,3.7864583333333335
1392,25,3.7864077669902914
1376,35,3.7859922178988326
1465,50,3.7857142857142856
370,1,3.7857142857142856
1951,35,3.7857142857142856
431,56,3.7857142857142856
1305,45,3.7857142857142856
3932,35,3.7857142857142856
475,45,3.7857142857142856
3386,25,3.7857142857142856
562,35,3.7857142857142856
1023,18,3.7857142857142856
1023,45,3.7857142857142856
3622,25,3.7857142857142856
1238,56,3.7857142857142856
2022,50,3.7857142857142856
1374,45,3.7857142857142856
3494,18,3.7857142857142856
2076,25,3.78494623655914
3176,56,3.7846153846153845
440,18,3.7845303867403315
339,50,3.784313725490196
1246,35,3.784313725490196
2529,25,3.784037558685446
2706,25,3.7838709677419353
2690,18,3.7837837837837838
2797,18,3.783505154639175
1997,50,3.783333333333333
2797,25,3.7828947368421053
2890,25,3.782710280373832
3510,45,3.782608695652174
1449,50,3.782608695652174
3770,50,3.782608695652174
1631,25,3.782608695652174
932,45,3.782608695652174
3872,56,3.782608695652174
1625,50,3.782608695652174
3347,18,3.782608695652174
2353,56,3.782608695652174
3685,56,3.782608695652174
1354,50,3.782608695652174
16,25,3.782477341389728
1921,25,3.782442748091603
2700,25,3.7823834196891193
1682,35,3.782051282051282
235,18,3.782051282051282
349,35,3.7819905213270144
3418,45,3.781954887218045
3723,25,3.7818181818181817
342,35,3.7815126050420167
971,56,3.78125
3200,25,3.78125
3753,18,3.7809187279151946
3260,35,3.780701754385965
2633,25,3.7804878048780486
1643,25,3.7804878048780486
2463,45,3.7804878048780486
30,25,3.7804878048780486
2863,45,3.78021978021978
2132,50,3.78
1343,45,3.7796610169491527
1357,45,3.7796610169491527
2949,45,3.7796610169491527
1012,25,3.7790697674418605
337,25,3.778501628664495
2081,25,3.7783251231527095
3163,50,3.7777777777777777
3161,25,3.7777777777777777
1374,50,3.7777777777777777
1232,35,3.7777777777777777
1066,18,3.7777777777777777
342,56,3.7777777777777777
161,1,3.7777777777777777
1281,56,3.7777777777777777
555,50,3.7777777777777777
722,25,3.7777777777777777
3606,25,3.7777777777777777
3728,45,3.7777777777777777
2665,35,3.7777777777777777
830,1,3.7777777777777777
2349,56,3.7777777777777777
205,25,3.7777777777777777
3111,18,3.7777777777777777
2774,45,3.7777777777777777
2857,1,3.7777777777777777
425,45,3.7777777777777777
2173,45,3.7777777777777777
1511,25,3.7777777777777777
2863,1,3.7777777777777777
556,50,3.7777777777777777
1964,45,3.7777777777777777
935,35,3.7777777777777777
3093,25,3.7777777777777777
1429,1,3.7777777777777777
3456,50,3.7777777777777777
3613,18,3.7777777777777777
841,35,3.7777777777777777
2759,1,3.7777777777777777
1660,50,3.7777777777777777
171,35,3.7777777777777777
3613,50,3.7777777777777777
1082,56,3.7777777777777777
3549,25,3.7777777777777777
3447,25,3.7777777777777777
3168,1,3.7777777777777777
728,56,3.7777777777777777
364,1,3.7777777777777777
2843,25,3.7777777777777777
165,56,3.7777777777777777
3181,25,3.7777777777777777
3223,35,3.7777777777777777
1639,25,3.7775280898876407
2115,18,3.7763713080168775
3271,35,3.7755102040816326
946,25,3.7755102040816326
1982,18,3.7752808988764044
1275,35,3.7751937984496124
588,25,3.7751937984496124
1584,25,3.7751371115173673
357,35,3.7751004016064256
2243,50,3.775
319,35,3.775
3093,35,3.775
3213,18,3.7746478873239435
3408,18,3.77431906614786
1209,50,3.774193548387097
1344,18,3.774193548387097
2857,18,3.7735849056603774
215,25,3.7733333333333334
1101,35,3.7729468599033815
3608,1,3.772727272727273
2624,35,3.772727272727273
3911,1,3.772727272727273
1643,18,3.772727272727273
531,1,3.772727272727273
3350,50,3.772727272727273
986,45,3.772727272727273
1639,1,3.772727272727273
1997,45,3.772727272727273
2398,56,3.772727272727273
2915,35,3.772511848341232
151,45,3.7719298245614037
1025,18,3.7717391304347827
3424,35,3.7714285714285714
3831,25,3.7714285714285714
1649,35,3.7714285714285714
627,18,3.7714285714285714
3549,50,3.7714285714285714
1678,18,3.7714285714285714
300,35,3.7709923664122136
1641,45,3.7708333333333335
2000,56,3.7708333333333335
934,35,3.7704918032786887
3244,25,3.7704918032786887
3466,35,3.769230769230769
2921,18,3.769230769230769
2915,56,3.769230769230769
1653,1,3.769230769230769
3265,45,3.769230769230769
1103,45,3.769230769230769
2717,1,3.769230769230769
412,45,3.769230769230769
2496,45,3.769230769230769
3849,35,3.769230769230769
943,18,3.769230769230769
2672,56,3.769230769230769
1542,35,3.769230769230769
82,56,3.769230769230769
2744,25,3.769230769230769
456,18,3.769230769230769
2114,35,3.769230769230769
2769,35,3.769230769230769
2671,45,3.769230769230769
2352,18,3.769230769230769
523,45,3.769230769230769
3129,1,3.769230769230769
28,18,3.769230769230769
1913,45,3.769230769230769
3451,56,3.769230769230769
1032,18,3.7687074829931975
2076,45,3.7681159420289854
2921,45,3.7674418604651163
2160,35,3.7674418604651163
900,45,3.7674418604651163
480,50,3.766839378238342
2671,50,3.7666666666666666
2288,35,3.7666666666666666
3256,18,3.7660818713450293
1466,50,3.765957446808511
3702,35,3.765625
1962,25,3.764940239043825
1845,45,3.764705882352941
2669,45,3.764705882352941
2102,50,3.764705882352941
1608,1,3.764705882352941
3653,50,3.764705882352941
361,45,3.764705882352941
946,35,3.764705882352941
665,25,3.764705882352941
3071,18,3.764705882352941
1940,50,3.764705882352941
43,50,3.764705882352941
3745,50,3.764705882352941
596,25,3.764705882352941
1083,25,3.764705882352941
3175,25,3.764252696456086
2683,1,3.763888888888889
1171,25,3.763819095477387
1517,25,3.763779527559055
2243,35,3.7636363636363637
3398,18,3.7636363636363637
2852,35,3.7636363636363637
1407,18,3.7630522088353415
3071,35,3.761904761904762
3203,56,3.761904761904762
1616,50,3.761904761904762
921,56,3.761904761904762
3676,45,3.761904761904762
1362,25,3.761904761904762
2245,56,3.761904761904762
1211,50,3.761904761904762
3852,18,3.761904761904762
1220,45,3.761467889908257
1955,25,3.761006289308176
104,1,3.760869565217391
235,25,3.760752688172043
3175,45,3.7607361963190185
2529,35,3.7605177993527508
3034,25,3.760330578512397
3952,25,3.76027397260274
2502,25,3.760204081632653
300,50,3.76
2474,18,3.76
2130,35,3.76
2857,25,3.76
2390,56,3.76
2020,56,3.76
3681,56,3.76
1274,35,3.76
539,1,3.76
1500,35,3.759562841530055
1683,25,3.759493670886076
6,35,3.759493670886076
3526,45,3.759259259259259
3896,18,3.759259259259259
3327,25,3.759259259259259
2664,25,3.7591623036649215
2321,18,3.758893280632411
154,50,3.7586206896551726
3129,45,3.7586206896551726
348,25,3.7586206896551726
3703,35,3.758490566037736
1179,25,3.758426966292135
3499,35,3.758426966292135
3510,25,3.7583892617449663
3418,35,3.758169934640523
1748,25,3.7580645161290325
1680,45,3.757575757575758
2967,25,3.757575757575758
3200,45,3.757575757575758
3028,35,3.757575757575758
1385,45,3.757575757575758
3061,50,3.757575757575758
2951,56,3.757575757575758
62,35,3.757575757575758
194,25,3.757575757575758
3104,56,3.757575757575758
3793,35,3.7573221757322175
322,25,3.7572815533980584
1290,18,3.7567567567567566
2750,25,3.7567567567567566
3538,25,3.7567567567567566
1719,45,3.7567567567567566
3501,50,3.7567567567567566
3571,18,3.7567567567567566
1594,25,3.7567567567567566
2081,50,3.7560975609756095
2174,50,3.755813953488372
3271,18,3.755813953488372
1022,45,3.7555555555555555
2871,45,3.7555555555555555
3724,45,3.7555555555555555
918,25,3.7555555555555555
1683,35,3.7555555555555555
2941,50,3.7551020408163267
3543,18,3.7547169811320753
373,25,3.7545454545454544
3244,45,3.754385964912281
2080,25,3.7541528239202657
1994,18,3.753968253968254
2580,18,3.75390625
866,25,3.753731343283582
2968,25,3.753623188405797
1175,35,3.753623188405797
2424,50,3.753623188405797
2312,35,3.7529411764705882
900,35,3.752808988764045
2333,18,3.752808988764045
1678,35,3.752577319587629
2779,35,3.752136752136752
1912,25,3.7517899761336517
3039,35,3.751381215469613
2706,18,3.751184834123223
866,50,3.75
1748,56,3.75
2210,50,3.75
2575,56,3.75
1010,56,3.75
3728,56,3.75
2341,50,3.75
40,45,3.75
2240,56,3.75
3154,56,3.75
2329,50,3.75
3567,45,3.75
3222,18,3.75
3521,50,3.75
59,25,3.75
2341,18,3.75
106,35,3.75
248,1,3.75
2847,56,3.75
99,45,3.75
340,1,3.75
1295,45,3.75
3375,50,3.75
824,18,3.75
3010,45,3.75
2437,35,3.75
1484,56,3.75
154,56,3.75
1683,18,3.75
1390,56,3.75
164,1,3.75
555,56,3.75
1227,1,3.75
3008,50,3.75
1730,1,3.75
2056,35,3.75
301,56,3.75
974,35,3.75
3787,25,3.75
3649,1,3.75
1744,56,3.75
3329,25,3.75
2842,45,3.75
204,56,3.75
123,50,3.75
1477,35,3.75
929,18,3.75
2037,18,3.75
1582,50,3.75
2993,45,3.75
3120,45,3.75
1123,45,3.75
189,35,3.75
2293,45,3.75
2184,56,3.75
616,45,3.75
3625,35,3.75
3183,56,3.75
222,1,3.75
1337,45,3.75
1728,35,3.75
3896,50,3.75
2570,50,3.75
2029,25,3.75
3311,45,3.75
1415,50,3.75
388,45,3.75
2927,35,3.75
1033,56,3.75
21,50,3.75
1453,1,3.75
2128,18,3.75
757,25,3.75
249,56,3.75
1354,56,3.75
2639,56,3.75
1073,35,3.75
17,1,3.75
1529,35,3.75
3333,35,3.75
3836,1,3.75
3526,56,3.75
125,56,3.75
2314,56,3.75
3335,45,3.75
1546,35,3.75
361,56,3.75
263,35,3.75
3249,56,3.75
3252,25,3.75
837,56,3.75
613,18,3.75
3425,50,3.75
1834,45,3.75
3368,45,3.75
1464,56,3.75
2079,50,3.75
2998,45,3.75
49,45,3.75
1533,35,3.75
3906,50,3.75
3056,25,3.75
931,1,3.75
3327,35,3.75
3928,1,3.75
1029,56,3.75
156,50,3.75
1884,56,3.75
2205,35,3.75
1101,18,3.75
3643,25,3.75
41,1,3.75
3075,56,3.75
483,18,3.75
948,18,3.75
3790,18,3.75
2130,1,3.75
885,35,3.75
3118,56,3.75
2134,1,3.75
1923,45,3.75
3153,1,3.75
976,45,3.75
2630,50,3.75
2485,50,3.75
941,35,3.75
824,45,3.75
501,45,3.75
781,45,3.75
3094,56,3.75
862,50,3.75
851,45,3.75
1642,50,3.75
1824,1,3.75
824,25,3.75
1152,45,3.75
3338,18,3.75
1412,45,3.75
1303,1,3.75
3859,25,3.75
897,50,3.75
2518,50,3.75
808,56,3.75
3784,56,3.75
3756,35,3.75
2626,45,3.75
2900,45,3.75
3412,56,3.75
2575,45,3.75
125,50,3.75
3576,56,3.75
141,50,3.75
974,50,3.75
3532,25,3.75
1695,18,3.75
850,25,3.75
2599,56,3.75
307,1,3.75
1725,25,3.75
1614,1,3.75
2232,50,3.75
3861,56,3.75
2693,18,3.75
2670,18,3.75
3366,45,3.75
100,56,3.75
3819,1,3.75
714,56,3.75
944,45,3.75
1788,50,3.75
568,50,3.75
2846,56,3.75
3142,50,3.75
164,50,3.75
3069,25,3.75
2436,50,3.75
3924,18,3.75
3284,35,3.75
3685,1,3.75
2144,50,3.75
3682,56,3.75
2227,25,3.75
2743,18,3.75
2024,1,3.75
3677,35,3.75
3654,18,3.75
2197,25,3.75
1921,35,3.75
3859,56,3.75
55,35,3.75
14,1,3.75
2048,50,3.75
3949,45,3.75
2326,35,3.75
1663,1,3.75
197,35,3.75
2025,1,3.75
2280,45,3.75
225,45,3.75
2424,45,3.75
1169,18,3.75
3046,50,3.75
628,50,3.75
3320,18,3.75
3138,50,3.75
1187,56,3.75
2834,18,3.75
1631,45,3.75
1151,45,3.75
1946,18,3.75
2727,18,3.75
2610,45,3.75
2924,35,3.75
2280,50,3.75
2788,1,3.75
1274,50,3.75
803,25,3.75
29,45,3.75
116,18,3.75
3032,56,3.75
832,1,3.75
2831,25,3.75
1297,45,3.75
715,45,3.75
2347,18,3.75
2131,25,3.75
2250,56,3.75
963,18,3.75
353,1,3.75
1653,25,3.7494692144373674
440,25,3.749318801089918
300,25,3.7491961414790995
3536,25,3.748792270531401
1673,35,3.748768472906404
588,18,3.7485549132947975
2919,25,3.7476635514018692
1729,35,3.7476635514018692
3576,35,3.7471264367816093
1608,50,3.7471264367816093
551,25,3.7471264367816093
3060,25,3.746987951807229
1350,25,3.746913580246914
380,50,3.7468354430379747
3163,35,3.746031746031746
2572,1,3.7454545454545456
3681,50,3.7454545454545456
3366,50,3.74468085106383
253,18,3.7443181818181817
2881,50,3.744186046511628
3210,18,3.744186046511628
2565,18,3.744186046511628
2757,25,3.7435897435897436
3653,35,3.742857142857143
3699,56,3.742857142857143
3510,18,3.742690058479532
2006,35,3.7425149700598803
3104,18,3.742424242424242
1885,50,3.7419354838709675
3341,25,3.7419354838709675
508,35,3.7419354838709675
1955,35,3.7419354838709675
2866,35,3.7419354838709675
3555,50,3.7413793103448274
1060,35,3.7411764705882353
3733,45,3.740740740740741
3622,35,3.740740740740741
222,50,3.740740740740741
194,18,3.740740740740741
3527,45,3.740740740740741
2310,18,3.740740740740741
377,50,3.7403846153846154
3100,25,3.74025974025974
2099,35,3.74
357,25,3.7395626242544733
1275,18,3.73943661971831
2671,1,3.739130434782609
3175,1,3.739130434782609
531,25,3.739130434782609
314,18,3.739130434782609
1693,25,3.739130434782609
3406,45,3.739130434782609
2648,18,3.739130434782609
2967,50,3.739130434782609
3524,50,3.739130434782609
3267,18,3.739130434782609
2993,25,3.738853503184713
2108,18,3.7384615384615385
2096,18,3.7384615384615385
2125,35,3.7384615384615385
2018,25,3.7384615384615385
1408,25,3.7382920110192837
3153,45,3.738095238095238
2654,35,3.738095238095238
3499,50,3.738095238095238
1187,35,3.738095238095238
3499,18,3.7379679144385025
952,50,3.737704918032787
480,18,3.7375231053604434
2916,35,3.7375
3210,35,3.7373737373737375
2697,25,3.736842105263158
215,35,3.736842105263158
2889,45,3.736842105263158
2403,50,3.736842105263158
1283,18,3.736842105263158
2125,50,3.736842105263158
3342,45,3.736842105263158
3604,50,3.736842105263158
3087,50,3.736842105263158
2502,35,3.736842105263158
1639,56,3.736842105263158
3204,25,3.736842105263158
300,18,3.736
3153,25,3.735632183908046
3448,50,3.735632183908046
1680,25,3.7354497354497354
3408,45,3.735294117647059
2204,25,3.735294117647059
2273,1,3.735294117647059
3733,25,3.735294117647059
3108,18,3.735294117647059
1393,1,3.735294117647059
1734,18,3.735294117647059
299,35,3.735294117647059
968,25,3.7349397590361444
11,25,3.734848484848485
2087,35,3.7346938775510203
94,18,3.7346938775510203
1271,18,3.734513274336283
3724,35,3.734375
349,45,3.7341772151898733
2716,56,3.7341772151898733
2193,18,3.7339901477832513
2140,1,3.7333333333333334
1441,50,3.7333333333333334
2988,35,3.7333333333333334
1518,50,3.7333333333333334
3613,25,3.7333333333333334
522,18,3.7333333333333334
2624,50,3.7333333333333334
2212,50,3.7333333333333334
1683,56,3.7333333333333334
2912,35,3.7333333333333334
1177,18,3.7333333333333334
2137,50,3.7333333333333334
3487,50,3.7333333333333334
3538,50,3.7333333333333334
1684,35,3.7333333333333334
3852,45,3.7333333333333334
1721,56,3.7333333333333334
3675,50,3.7333333333333334
2321,50,3.7333333333333334
628,45,3.7333333333333334
3604,56,3.7333333333333334
3738,25,3.7333333333333334
3255,35,3.7329842931937174
441,25,3.732919254658385
3105,25,3.732876712328767
1527,18,3.732673267326733
1994,25,3.7324324324324323
3328,18,3.732394366197183
1732,25,3.7322175732217575
515,18,3.731707317073171
3074,45,3.731707317073171
3094,25,3.731707317073171
2366,56,3.731707317073171
1028,50,3.731707317073171
2791,56,3.731707317073171
493,18,3.731707317073171
377,1,3.731707317073171
2132,45,3.731707317073171
805,18,3.731707317073171
3448,56,3.731707317073171
538,18,3.731707317073171
2243,45,3.731707317073171
474,18,3.7314285714285713
2952,35,3.730769230769231
1111,35,3.730769230769231
3763,56,3.730769230769231
3554,35,3.730769230769231
838,56,3.730769230769231
2096,25,3.730769230769231
1041,18,3.730769230769231
2946,45,3.7301587301587302
1249,56,3.72972972972973
3681,45,3.72972972972973
492,50,3.72972972972973
3479,45,3.72972972972973
2943,25,3.7291666666666665
1345,45,3.7291666666666665
2076,18,3.7288135593220337
1721,45,3.7279411764705883
441,18,3.727722772277228
1354,45,3.727272727272727
3538,35,3.727272727272727
1279,18,3.727272727272727
1370,45,3.727272727272727
3567,25,3.727272727272727
3728,50,3.727272727272727
482,18,3.727272727272727
3230,25,3.727272727272727
1081,50,3.727272727272727
1672,45,3.727272727272727
3061,18,3.727272727272727
1184,50,3.727272727272727
2457,50,3.727272727272727
1083,56,3.727272727272727
2883,1,3.727272727272727
1649,50,3.727272727272727
1205,18,3.727272727272727
494,56,3.727272727272727
3075,25,3.727272727272727
3194,56,3.727272727272727
3507,1,3.727272727272727
1797,18,3.727272727272727
2436,25,3.727272727272727
2696,18,3.727272727272727
2171,56,3.727272727272727
1615,50,3.727272727272727
1805,50,3.727272727272727
3167,50,3.727272727272727
1487,50,3.727272727272727
21,56,3.727272727272727
1296,18,3.727272727272727
