MovieID,Occupation,avg(Rating)
3448,14,3.807017543859649
2918,1,3.807017543859649
2171,0,3.806451612903226
3476,6,3.806451612903226
448,0,3.806451612903226
1090,16,3.806451612903226
3061,1,3.806451612903226
32,0,3.806122448979592
590,4,3.8058823529411763
1997,7,3.8058252427184467
2841,14,3.8055555555555554
1285,12,3.8055555555555554
357,14,3.8051948051948052
337,1,3.8051948051948052
21,14,3.8051948051948052
2406,15,3.8048780487804876
2243,14,3.8048780487804876
1350,4,3.8048780487804876
2115,7,3.8046875
588,0,3.804469273743017
2076,2,3.8043478260869565
2167,12,3.8043478260869565
3105,17,3.8043478260869565
3499,20,3.8043478260869565
1845,0,3.8043478260869565
1215,1,3.8043478260869565
2366,2,3.8043478260869565
597,6,3.8043478260869565
104,4,3.8043478260869565
1678,7,3.803921568627451
377,7,3.803370786516854
440,17,3.80327868852459
1370,7,3.802721088435374
588,4,3.8025751072961373
2791,20,3.802325581395349
3510,7,3.802197802197802
1580,1,3.802030456852792
3408,0,3.801526717557252
778,10,3.8
1175,6,3.8
2708,2,3.8
2495,16,3.8
1929,11,3.8
534,11,3.8
1354,3,3.8
1920,9,3.8
906,7,3.8
2166,5,3.8
1221,9,3.8
3728,12,3.8
190,5,3.8
2611,20,3.8
766,14,3.8
334,6,3.8
3361,10,3.8
3733,16,3.8
2883,5,3.8
931,15,3.8
1301,10,3.8
2866,1,3.8
1797,10,3.8
2966,18,3.8
3424,10,3.8
1678,19,3.8
896,1,3.8
3682,6,3.8
2401,1,3.8
446,16,3.8
733,3,3.8
1465,16,3.8
553,13,3.8
161,11,3.8
700,17,3.8
1205,10,3.8
1827,3,3.8
1099,4,3.8
3760,19,3.8
1753,19,3.8
3067,19,3.8
3379,1,3.8
1296,4,3.8
3181,1,3.8
907,14,3.8
944,2,3.8
242,0,3.8
3360,16,3.8
1177,3,3.8
2921,13,3.8
116,0,3.8
3461,2,3.8
2099,11,3.8
1957,9,3.8
3864,5,3.8
2941,10,3.8
1293,3,3.8
351,13,3.8
176,14,3.8
850,20,3.8
3073,16,3.8
372,15,3.8
3739,1,3.8
3903,7,3.8
3095,19,3.8
949,6,3.8
1982,18,3.8
2313,19,3.8
957,7,3.8
2212,16,3.8
3185,15,3.8
2035,6,3.8
1302,19,3.8
1261,15,3.8
659,0,3.8
282,15,3.8
1296,19,3.8
1688,9,3.8
2294,11,3.8
3201,16,3.8
3375,20,3.8
2107,5,3.8
1373,9,3.8
2789,18,3.8
3135,3,3.8
1041,3,3.8
3330,16,3.8
1465,15,3.8
3219,6,3.8
555,10,3.8
1099,15,3.8
1933,0,3.8
1516,1,3.8
2206,5,3.8
2204,3,3.8
324,4,3.8
3402,20,3.8
671,5,3.8
3855,1,3.8
1397,20,3.8
1619,11,3.8
1298,11,3.8
3713,4,3.8
2067,5,3.8
3219,9,3.8
3733,18,3.8
3508,12,3.8
2671,15,3.8
2666,0,3.8
22,9,3.8
229,11,3.8
3635,2,3.8
469,6,3.8
2813,20,3.8
522,17,3.8
1834,15,3.8
2439,16,3.8
3304,17,3.8
3822,2,3.8
2106,16,3.8
1748,13,3.8
1251,12,3.8
3551,12,3.8
1507,4,3.8
2344,20,3.8
2926,18,3.8
3360,3,3.8
2687,5,3.8
2071,2,3.8
40,0,3.8
1649,12,3.8
2345,1,3.8
2550,5,3.8
180,12,3.8
932,16,3.8
1957,15,3.8
2017,16,3.8
2346,19,3.8
3106,1,3.8
2239,11,3.8
3532,20,3.8
3559,0,3.8
1939,20,3.8
73,12,3.8
846,20,3.8
496,2,3.8
1446,14,3.8
1694,2,3.8
1620,18,3.8
1068,0,3.8
1272,5,3.8
224,19,3.8
52,13,3.8
2022,6,3.8
3844,15,3.8
2006,6,3.8
2182,16,3.8
986,11,3.8
1260,3,3.8
1249,18,3.8
3104,7,3.8
3370,16,3.8
1385,9,3.8
838,15,3.8
2145,8,3.8
1066,12,3.8
3203,6,3.8
2363,18,3.8
1390,6,3.8
2514,10,3.8
272,2,3.8
850,1,3.8
1226,2,3.8
3736,2,3.8
3066,2,3.8
902,5,3.8
11,15,3.8
1912,10,3.8
1274,15,3.8
506,12,3.8
361,19,3.8
2750,11,3.8
1274,16,3.8
3244,3,3.8
513,17,3.8
2920,6,3.8
2059,9,3.8
986,3,3.8
1955,2,3.8
2333,17,3.8
1288,9,3.8
2432,3,3.8
1228,11,3.8
14,20,3.8
2971,17,3.8
991,16,3.8
1289,3,3.8
334,0,3.8
3512,10,3.8
2734,11,3.8
605,5,3.8
428,11,3.8
1344,9,3.8
3404,12,3.8
3129,9,3.8
3019,16,3.8
2353,9,3.8
2763,6,3.8
3194,15,3.8
2239,0,3.8
1035,13,3.8
27,10,3.8
1948,14,3.8
971,15,3.8
3188,1,3.8
3528,9,3.8
1021,18,3.8
1209,5,3.8
3102,14,3.8
412,9,3.8
2693,2,3.8
628,9,3.8
1929,2,3.8
3741,18,3.8
1094,15,3.8
2049,0,3.8
926,18,3.8
1500,7,3.8
1187,11,3.8
3269,13,3.8
2579,1,3.8
2289,18,3.8
799,6,3.8
3099,15,3.8
1236,7,3.8
316,8,3.8
1029,11,3.8
1611,16,3.8
2114,17,3.8
1096,19,3.8
2109,9,3.8
3217,20,3.8
14,2,3.8
177,18,3.8
2176,7,3.8
1238,2,3.8
280,19,3.8
3655,7,3.8
62,19,3.8
3067,13,3.8
1054,7,3.8
1083,12,3.8
936,20,3.8
3139,16,3.8
2758,0,3.8
2261,3,3.8
2594,7,3.8
34,13,3.8
2750,19,3.8
2116,15,3.8
2794,9,3.8
1563,1,3.8
2672,11,3.8
595,19,3.8
2729,11,3.8
1921,19,3.8
261,10,3.8
1982,6,3.8
1821,15,3.8
3675,9,3.8
1923,9,3.8
3265,1,3.8
3171,6,3.8
1453,10,3.8
3811,15,3.8
3816,20,3.8
2029,3,3.8
1788,17,3.8
1083,2,3.8
1934,16,3.8
1067,0,3.8
82,14,3.8
2971,4,3.8
3508,19,3.8
3653,20,3.8
3808,1,3.8
233,2,3.8
3062,6,3.8
147,15,3.8
3347,11,3.8
3550,3,3.8
224,9,3.8
2140,20,3.8
3047,20,3.8
2031,0,3.8
2518,19,3.8
308,15,3.8
2301,11,3.8
3548,2,3.8
932,17,3.8
1129,10,3.8
232,7,3.8
1366,17,3.8
3910,7,3.8
1950,5,3.8
1131,13,3.8
2788,18,3.8
3952,18,3.8
1012,5,3.8
3932,11,3.8
2943,15,3.8
2087,11,3.8
225,12,3.8
2593,20,3.8
3844,16,3.8
337,18,3.8
2125,17,3.8
1392,7,3.8
2076,5,3.8
1952,10,3.8
3200,0,3.8
1912,15,3.8
3109,1,3.8
3852,16,3.8
1649,19,3.8
1189,18,3.8
3594,12,3.8
1965,18,3.8
3819,6,3.8
1306,15,3.8
492,17,3.8
2738,3,3.8
3466,19,3.8
1130,14,3.8
2272,3,3.8
1244,13,3.8
2102,9,3.8
2071,12,3.8
1682,19,3.8
681,7,3.8
1104,18,3.8
3675,16,3.8
2763,9,3.8
370,10,3.8
1268,19,3.8
2161,15,3.8
1298,17,3.8
1771,20,3.8
450,9,3.8
22,6,3.8
574,15,3.8
805,18,3.8
1968,8,3.8
3550,4,3.8
3061,19,3.8
1374,18,3.8
2511,0,3.8
1907,11,3.8
3261,18,3.8
539,1,3.8
581,2,3.8
635,0,3.8
2751,7,3.8
1608,9,3.8
2237,7,3.8
3006,10,3.8
2983,17,3.8
1086,18,3.8
2922,5,3.8
308,7,3.8
2273,9,3.8
1177,15,3.8
2929,4,3.8
1397,0,3.8
1533,0,3.8
2946,10,3.8
1844,0,3.8
158,11,3.8
3431,5,3.8
3022,15,3.8
233,15,3.8
594,18,3.8
3906,7,3.8
2889,9,3.8
3083,5,3.8
3272,6,3.8
952,13,3.8
3038,13,3.8
1840,10,3.8
3827,3,3.8
1959,10,3.8
164,14,3.8
1719,6,3.8
2068,13,3.8
2182,20,3.8
1012,17,3.8
2764,6,3.8
2672,6,3.8
2924,6,3.8
2168,16,3.8
1184,14,3.8
1092,6,3.8
3741,14,3.8
1660,11,3.8
2442,14,3.8
3074,18,3.8
1015,9,3.8
3098,9,3.8
2439,12,3.8
1615,5,3.8
3270,12,3.8
2550,6,3.8
3548,18,3.8
2347,7,3.8
1635,3,3.8
948,4,3.8
1415,0,3.8
553,15,3.8
718,0,3.8
2347,14,3.8
2173,15,3.8
930,5,3.8
524,13,3.8
1900,4,3.8
1019,1,3.8
2243,10,3.8
2069,17,3.8
281,20,3.8
3171,13,3.8
2596,3,3.8
3915,14,3.8
596,2,3.8
2782,4,3.8
3198,5,3.8
2110,13,3.8
1047,10,3.8
3108,2,3.8
2940,4,3.8
292,13,3.8
3494,7,3.8
1955,7,3.8
1201,9,3.8
808,16,3.8
2329,9,3.8
1199,9,3.8
522,14,3.8
1161,2,3.8
610,18,3.8
368,15,3.8
1354,12,3.8
1292,5,3.8
2117,3,3.8
247,5,3.8
3506,18,3.8
1874,0,3.8
3199,3,3.8
2355,7,3.79874213836478
364,1,3.797979797979798
1968,12,3.797752808988764
1500,17,3.797752808988764
3685,7,3.7974683544303796
509,1,3.7972972972972974
3418,7,3.796875
3072,2,3.7966101694915255
3396,17,3.7962962962962963
3751,6,3.7962962962962963
1215,4,3.7961783439490446
1748,2,3.795918367346939
337,0,3.795698924731183
1680,7,3.7954545454545454
1997,20,3.7954545454545454
1080,7,3.7954545454545454
1270,1,3.7954545454545454
3072,7,3.795275590551181
2366,12,3.7948717948717947
1230,3,3.7948717948717947
2908,7,3.7948717948717947
3793,0,3.7944444444444443
588,1,3.794392523364486
1784,4,3.794392523364486
3510,14,3.7941176470588234
647,17,3.7941176470588234
3421,15,3.7941176470588234
2160,12,3.7941176470588234
1608,10,3.7941176470588234
2871,2,3.7941176470588234
235,20,3.7936507936507935
2353,7,3.7936507936507935
368,17,3.7936507936507935
3408,1,3.7936507936507935
150,20,3.7936507936507935
2968,12,3.7934782608695654
2366,6,3.793103448275862
1120,0,3.793103448275862
2921,17,3.793103448275862
380,6,3.793103448275862
509,14,3.793103448275862
3083,20,3.793103448275862
3836,14,3.793103448275862
1907,12,3.793103448275862
3067,20,3.793103448275862
1643,7,3.793103448275862
1956,17,3.793103448275862
1639,17,3.793103448275862
441,4,3.793103448275862
1185,7,3.793103448275862
1394,17,3.7927927927927927
364,17,3.792682926829268
3256,4,3.7925925925925927
1274,12,3.792452830188679
1694,1,3.792452830188679
1271,12,3.7916666666666665
3873,16,3.7916666666666665
1257,12,3.7916666666666665
2124,10,3.7916666666666665
950,7,3.7916666666666665
16,3,3.7916666666666665
3536,12,3.7916666666666665
147,0,3.7916666666666665
39,11,3.7916666666666665
480,9,3.7916666666666665
161,1,3.791044776119403
3418,2,3.791044776119403
587,3,3.7906976744186047
2336,12,3.7906976744186047
3526,17,3.7906976744186047
1374,0,3.7904191616766467
2919,0,3.7903225806451615
2313,7,3.7903225806451615
1022,20,3.789473684210526
3125,0,3.789473684210526
3551,16,3.789473684210526
2570,1,3.789473684210526
3105,3,3.789473684210526
2096,3,3.789473684210526
1885,1,3.789473684210526
3160,3,3.789473684210526
3512,6,3.789473684210526
3422,4,3.789473684210526
1916,17,3.789473684210526
441,17,3.789473684210526
851,2,3.789473684210526
70,18,3.789473684210526
2439,20,3.789473684210526
2268,15,3.789473684210526
1047,14,3.789473684210526
2502,6,3.789473684210526
2353,15,3.789473684210526
2993,12,3.789473684210526
1401,1,3.789473684210526
3467,16,3.789473684210526
3868,11,3.789473684210526
2959,16,3.789473684210526
3740,5,3.789473684210526
3267,16,3.789473684210526
1081,3,3.789473684210526
2355,4,3.789473684210526
1446,7,3.789473684210526
477,7,3.789473684210526
1946,20,3.789473684210526
2080,16,3.789473684210526
1101,12,3.788732394366197
3100,1,3.788732394366197
1641,20,3.788732394366197
2580,20,3.7884615384615383
1747,14,3.7884615384615383
3608,2,3.7884615384615383
2542,7,3.7884615384615383
2872,12,3.7884615384615383
3555,17,3.788235294117647
2321,4,3.788235294117647
1748,4,3.787878787878788
3386,2,3.787878787878788
968,6,3.787878787878788
1683,1,3.787878787878788
2423,14,3.787878787878788
2395,11,3.787878787878788
1673,7,3.7876106194690267
1393,0,3.7875
1285,7,3.7875
1964,1,3.7872340425531914
223,16,3.7872340425531914
3702,16,3.7872340425531914
1380,14,3.7872340425531914
1285,0,3.787037037037037
2076,1,3.7868852459016393
551,17,3.7866666666666666
2081,4,3.786127167630058
2580,5,3.7857142857142856
2750,16,3.7857142857142856
2866,20,3.7857142857142856
3363,9,3.7857142857142856
1994,11,3.7857142857142856
1921,20,3.7857142857142856
1643,16,3.7857142857142856
34,12,3.7857142857142856
3296,16,3.7857142857142856
246,19,3.7857142857142856
1459,17,3.7857142857142856
1023,12,3.7857142857142856
802,17,3.7857142857142856
1941,7,3.7857142857142856
2872,11,3.7857142857142856
3836,20,3.7857142857142856
3527,2,3.7857142857142856
390,0,3.7857142857142856
3936,0,3.7857142857142856
2879,17,3.7857142857142856
2951,6,3.7857142857142856
3317,14,3.7857142857142856
1277,16,3.7857142857142856
2109,20,3.7857142857142856
150,19,3.7857142857142856
1297,14,3.7857142857142856
3479,17,3.7857142857142856
3685,4,3.7857142857142856
85,4,3.7857142857142856
921,7,3.7857142857142856
2687,14,3.7857142857142856
2922,16,3.7857142857142856
3071,16,3.7857142857142856
262,10,3.7857142857142856
265,20,3.7857142857142856
2102,1,3.7857142857142856
1358,10,3.7857142857142856
32,13,3.7857142857142856
337,16,3.7857142857142856
2018,2,3.7857142857142856
2717,10,3.7857142857142856
3422,2,3.7857142857142856
2371,3,3.7857142857142856
3261,6,3.7857142857142856
2941,12,3.7857142857142856
1693,7,3.7857142857142856
2801,4,3.7857142857142856
2271,4,3.7857142857142856
2949,3,3.7857142857142856
1935,1,3.7857142857142856
3175,10,3.7846153846153845
2115,14,3.7846153846153845
2087,1,3.784313725490196
1673,16,3.784313725490196
1673,4,3.7839506172839505
3148,20,3.7837837837837838
3105,6,3.7837837837837838
538,4,3.7837837837837838
3551,1,3.7837837837837838
280,0,3.7837837837837838
3169,0,3.7837837837837838
2359,4,3.7837837837837838
1517,12,3.7837837837837838
968,4,3.7837837837837838
223,6,3.7837837837837838
2700,12,3.783505154639175
1466,1,3.783333333333333
3543,0,3.7830188679245285
2371,6,3.782608695652174
1663,3,3.782608695652174
1296,14,3.782608695652174
1186,4,3.782608695652174
647,16,3.782608695652174
2991,14,3.782608695652174
581,0,3.782608695652174
2706,6,3.782608695652174
861,12,3.782608695652174
1343,7,3.782608695652174
1732,15,3.782608695652174
1907,14,3.782608695652174
290,20,3.782608695652174
1394,9,3.782608695652174
1674,4,3.782051282051282
3479,4,3.7818181818181817
1285,20,3.7818181818181817
1912,17,3.7818181818181817
589,1,3.781725888324873
3702,15,3.78125
2779,1,3.78125
2070,0,3.78125
3168,17,3.78125
2245,14,3.78125
3256,2,3.78125
3168,2,3.78125
3384,0,3.78125
2863,2,3.78125
1466,7,3.780821917808219
2174,15,3.7804878048780486
2243,16,3.7804878048780486
3753,4,3.7804878048780486
1179,6,3.7804878048780486
1179,12,3.7804878048780486
1297,17,3.7804878048780486
1580,12,3.7801047120418847
2915,16,3.78
587,16,3.78
2987,15,3.78
3624,12,3.7796610169491527
2080,17,3.7796610169491527
1396,14,3.7796610169491527
2797,1,3.779527559055118
595,0,3.7794117647058822
3210,7,3.7787610619469025
349,16,3.7777777777777777
3724,13,3.7777777777777777
1032,14,3.7777777777777777
475,14,3.7777777777777777
1033,9,3.7777777777777777
2467,13,3.7777777777777777
665,4,3.7777777777777777
2109,5,3.7777777777777777
2009,14,3.7777777777777777
3068,3,3.7777777777777777
1518,12,3.7777777777777777
1446,16,3.7777777777777777
1834,10,3.7777777777777777
1962,4,3.7777777777777777
2018,1,3.7777777777777777
1218,11,3.7777777777777777
2941,7,3.7777777777777777
3534,9,3.7777777777777777
3633,15,3.7777777777777777
319,6,3.7777777777777777
2150,16,3.7777777777777777
3019,5,3.7777777777777777
3159,0,3.7777777777777777
2745,20,3.7777777777777777
3062,10,3.7777777777777777
3536,4,3.7777777777777777
3055,1,3.7777777777777777
2890,18,3.7777777777777777
2949,0,3.7777777777777777
714,0,3.7777777777777777
3102,4,3.7777777777777777
3317,11,3.7777777777777777
3186,15,3.7777777777777777
2769,0,3.7777777777777777
647,10,3.7777777777777777
3302,0,3.7777777777777777
3108,5,3.7777777777777777
492,14,3.7777777777777777
1584,15,3.7777777777777777
2080,19,3.7777777777777777
300,9,3.7777777777777777
3075,20,3.7777777777777777
3317,2,3.7777777777777777
1507,0,3.7777777777777777
2490,18,3.7777777777777777
3927,3,3.7777777777777777
2117,0,3.7777777777777777
3406,20,3.7777777777777777
2946,15,3.7777777777777777
3911,19,3.7777777777777777
41,7,3.7777777777777777
610,19,3.7777777777777777
2212,14,3.7777777777777777
555,18,3.7777777777777777
2730,20,3.7777777777777777
2724,15,3.7777777777777777
261,12,3.7777777777777777
2118,18,3.7777777777777777
1909,11,3.7777777777777777
648,9,3.7777777777777777
1732,2,3.7777777777777777
2468,9,3.7777777777777777
3079,2,3.7777777777777777
2300,5,3.7777777777777777
3055,4,3.7777777777777777
3230,7,3.7777777777777777
2096,4,3.7777777777777777
781,7,3.7777777777777777
3675,10,3.7777777777777777
596,12,3.7777777777777777
10,18,3.7777777777777777
3599,4,3.7777777777777777
2971,11,3.7777777777777777
1929,4,3.7777777777777777
3189,13,3.7777777777777777
2248,16,3.7777777777777777
2506,0,3.7777777777777777
1047,12,3.7777777777777777
3548,0,3.7777777777777777
1552,9,3.7777777777777777
3479,0,3.7777777777777777
956,0,3.7777777777777777
3358,3,3.7777777777777777
3685,19,3.7777777777777777
628,2,3.7777777777777777
3408,18,3.7777777777777777
802,6,3.7777777777777777
2109,12,3.7777777777777777
45,3,3.7777777777777777
507,5,3.7777777777777777
1941,0,3.7777777777777777
1162,16,3.7777777777777777
1027,6,3.7777777777777777
650,7,3.7777777777777777
1721,5,3.7777777777777777
2183,16,3.7777777777777777
1078,16,3.7777777777777777
1408,14,3.7777777777777777
1281,6,3.7777777777777777
362,6,3.7777777777777777
1264,3,3.7777777777777777
3260,12,3.7777777777777777
2738,1,3.7777777777777777
3032,3,3.7777777777777777
3807,20,3.7777777777777777
350,9,3.7777777777777777
3260,9,3.7777777777777777
1078,0,3.7777777777777777
2927,1,3.7777777777777777
1688,14,3.7777777777777777
3105,15,3.7777777777777777
551,14,3.7777777777777777
948,2,3.7777777777777777
1441,12,3.7777777777777777
1253,10,3.7777777777777777
3082,10,3.7777777777777777
11,12,3.7777777777777777
3189,3,3.7777777777777777
2025,16,3.7777777777777777
3927,2,3.7777777777777777
2596,12,3.7777777777777777
2611,12,3.7777777777777777
2018,9,3.7777777777777777
2495,17,3.7777777777777777
346,1,3.7777777777777777
1023,16,3.7777777777777777
2725,20,3.7777777777777777
3028,0,3.7777777777777777
3152,4,3.7777777777777777
3643,17,3.7777777777777777
931,0,3.7777777777777777
921,4,3.7777777777777777
3397,20,3.7777777777777777
3107,18,3.7777777777777777
3101,19,3.7777777777777777
1639,14,3.7777777777777777
3591,6,3.7777777777777777
3015,14,3.7777777777777777
3536,5,3.7777777777777777
3098,13,3.7777777777777777
475,12,3.7777777777777777
1982,14,3.7777777777777777
474,13,3.7777777777777777
1302,9,3.7777777777777777
6,13,3.7777777777777777
1466,19,3.7777777777777777
1289,12,3.7777777777777777
3301,18,3.7777777777777777
2596,0,3.7777777777777777
2174,6,3.7777777777777777
1466,13,3.7777777777777777
3189,17,3.7777777777777777
1480,6,3.7777777777777777
440,0,3.7768595041322315
733,17,3.7768595041322315
3702,12,3.776315789473684
902,1,3.776315789473684
2529,16,3.7758620689655173
1653,20,3.7758620689655173
300,17,3.7755102040816326
492,0,3.7755102040816326
3868,12,3.7755102040816326
3499,14,3.7755102040816326
3751,7,3.7753623188405796
3481,7,3.7753623188405796
441,14,3.775
2395,16,3.775
3068,0,3.775
588,16,3.775
2359,12,3.775
2355,20,3.775
628,1,3.775
838,7,3.775
1392,0,3.775
1395,1,3.774193548387097
1120,2,3.774193548387097
1256,12,3.774193548387097
592,17,3.774193548387097
3948,4,3.7737226277372264
3499,17,3.7735849056603774
1060,1,3.7735849056603774
648,10,3.7735849056603774
1673,12,3.7733333333333334
1374,1,3.773109243697479
176,2,3.772727272727273
2100,9,3.772727272727273
1176,0,3.772727272727273
3101,11,3.772727272727273
3512,7,3.772727272727273
2125,14,3.772727272727273
1275,20,3.772727272727273
2919,12,3.772727272727273
377,6,3.772727272727273
3061,20,3.772727272727273
534,1,3.772727272727273
3397,17,3.772727272727273
2692,11,3.772727272727273
11,0,3.772727272727273
1554,4,3.772727272727273
1408,5,3.772727272727273
1517,0,3.7724137931034485
474,4,3.772357723577236
2916,16,3.7721518987341773
3703,14,3.7719298245614037
2000,4,3.7718446601941746
11,4,3.7716535433070866
3555,6,3.7714285714285714
2115,12,3.7714285714285714
661,2,3.7714285714285714
2427,2,3.7714285714285714
3552,0,3.7711864406779663
2987,2,3.7710843373493974
2716,1,3.7709497206703912
597,16,3.7708333333333335
161,14,3.7708333333333335
3536,1,3.7708333333333335
2580,12,3.7708333333333335
1127,4,3.770642201834862
2080,4,3.7704918032786887
3244,9,3.769230769230769
1298,16,3.769230769230769
613,1,3.769230769230769
2366,11,3.769230769230769
1476,5,3.769230769230769
3153,17,3.769230769230769
3873,12,3.769230769230769
918,17,3.769230769230769
2707,15,3.769230769230769
1297,16,3.769230769230769
2572,5,3.769230769230769
3654,5,3.769230769230769
3545,12,3.769230769230769
1446,20,3.769230769230769
2846,17,3.769230769230769
3266,17,3.769230769230769
3252,11,3.769230769230769
17,15,3.769230769230769
1615,14,3.769230769230769
2125,16,3.769230769230769
2359,11,3.769230769230769
2353,18,3.769230769230769
3129,4,3.769230769230769
3100,13,3.769230769230769
2857,16,3.769230769230769
1683,2,3.769230769230769
2112,12,3.769230769230769
229,20,3.769230769230769
1748,17,3.769230769230769
1408,9,3.769230769230769
314,12,3.769230769230769
316,11,3.769230769230769
314,17,3.769230769230769
1641,11,3.769230769230769
3201,3,3.769230769230769
1249,19,3.769230769230769
2941,3,3.769230769230769
3271,6,3.769230769230769
247,7,3.769230769230769
1589,11,3.769230769230769
1951,17,3.769230769230769
180,5,3.769230769230769
1129,3,3.769230769230769
2669,17,3.769230769230769
780,10,3.769230769230769
2671,7,3.769230769230769
3406,0,3.769230769230769
2879,12,3.769230769230769
3203,1,3.769230769230769
2649,0,3.769230769230769
1356,13,3.769230769230769
1162,20,3.769230769230769
596,1,3.769230769230769
2289,9,3.769230769230769
2890,3,3.769230769230769
2474,20,3.769230769230769
86,6,3.769230769230769
159,4,3.769230769230769
2243,19,3.769230769230769
1672,3,3.769230769230769
3551,2,3.769230769230769
508,2,3.769230769230769
112,12,3.769230769230769
931,20,3.769230769230769
3516,0,3.769230769230769
1103,6,3.769230769230769
2916,9,3.769230769230769
2346,3,3.769230769230769
1722,6,3.769230769230769
714,4,3.769230769230769
3178,12,3.769230769230769
2243,5,3.769230769230769
2069,2,3.769230769230769
3505,11,3.769230769230769
3793,19,3.769230769230769
1753,10,3.769230769230769
154,20,3.769230769230769
534,2,3.769230769230769
1279,7,3.769230769230769
587,18,3.769230769230769
3062,1,3.769230769230769
349,7,3.7687074829931975
3793,7,3.7686567164179103
1282,1,3.768292682926829
3256,16,3.767857142857143
25,20,3.767857142857143
3072,20,3.767857142857143
1079,16,3.767857142857143
3948,1,3.767857142857143
3033,4,3.767605633802817
1012,0,3.7674418604651163
11,1,3.766990291262136
1175,7,3.7666666666666666
345,17,3.7666666666666666
1061,14,3.7666666666666666
223,1,3.7666666666666666
475,7,3.7666666666666666
1094,0,3.7662337662337664
3039,12,3.765957446808511
3101,14,3.765957446808511
3168,0,3.765625
1179,17,3.765625
368,4,3.765217391304348
1721,17,3.765217391304348
2797,4,3.765
986,1,3.764705882352941
2968,20,3.764705882352941
25,5,3.764705882352941
539,15,3.764705882352941
3178,7,3.764705882352941
2065,14,3.764705882352941
2916,3,3.764705882352941
1101,17,3.764705882352941
2519,0,3.764705882352941
1218,7,3.764705882352941
3168,6,3.764705882352941
2997,18,3.764705882352941
596,3,3.764705882352941
1615,1,3.764705882352941
3546,20,3.764705882352941
940,6,3.764705882352941
474,12,3.764705882352941
94,20,3.764705882352941
2405,5,3.764705882352941
1777,5,3.764705882352941
2857,6,3.764705882352941
2287,12,3.764705882352941
1302,15,3.764705882352941
1615,16,3.764705882352941
2112,16,3.764705882352941
1017,20,3.764705882352941
3910,1,3.764705882352941
1286,12,3.764705882352941
1407,15,3.764705882352941
3358,4,3.764705882352941
2951,5,3.764705882352941
3852,7,3.764705882352941
1955,14,3.764705882352941
364,9,3.764705882352941
1527,17,3.763888888888889
3505,0,3.7636363636363637
2366,14,3.763157894736842
2949,14,3.763157894736842
2529,15,3.763157894736842
1982,0,3.763157894736842
2890,0,3.762962962962963
1393,6,3.76271186440678
3408,20,3.76271186440678
3702,14,3.76271186440678
253,4,3.76271186440678
2202,7,3.761904761904762
3819,20,3.761904761904762
3536,0,3.761904761904762
1305,0,3.761904761904762
3152,17,3.761904761904762
1641,2,3.761904761904762
2144,5,3.761904761904762
1407,19,3.761904761904762
2782,0,3.761904761904762
1059,10,3.761904761904762
2967,0,3.761904761904762
353,12,3.761904761904762
272,6,3.761904761904762
1625,15,3.761904761904762
2841,16,3.761904761904762
3760,12,3.761904761904762
1261,20,3.761904761904762
3507,12,3.761904761904762
1344,20,3.761904761904762
3267,4,3.761904761904762
3201,12,3.761904761904762
1356,11,3.761904761904762
3524,14,3.761904761904762
3255,5,3.761904761904762
3507,2,3.761904761904762
2243,20,3.761904761904762
1187,0,3.761904761904762
2248,5,3.761904761904762
314,4,3.761904761904762
2915,5,3.761904761904762
1077,16,3.761904761904762
1810,14,3.761904761904762
1649,1,3.761904761904762
3526,4,3.761467889908257
1682,1,3.7613636363636362
1907,4,3.7613636363636362
1127,16,3.7611940298507465
2706,12,3.760869565217391
1994,4,3.760869565217391
21,6,3.760869565217391
1380,17,3.760869565217391
1569,9,3.76
514,17,3.76
2502,20,3.76
1625,3,3.76
2841,1,3.76
3296,0,3.76
3751,5,3.76
1982,16,3.76
1500,5,3.76
3408,6,3.76
2707,6,3.76
2081,15,3.76
2176,1,3.76
1955,16,3.76
2406,14,3.76
3556,0,3.76
1179,11,3.76
1408,12,3.76
337,3,3.76
3751,20,3.759493670886076
2391,20,3.759259259259259
3168,7,3.759259259259259
2987,3,3.759259259259259
2194,20,3.759259259259259
1220,1,3.759259259259259
2987,12,3.759124087591241
2529,17,3.7589285714285716
3448,15,3.7586206896551726
1101,3,3.7586206896551726
588,15,3.7586206896551726
3081,6,3.7586206896551726
1542,7,3.7586206896551726
2952,4,3.7586206896551726
2921,7,3.7586206896551726
2455,5,3.7586206896551726
500,10,3.7586206896551726
2394,20,3.7586206896551726
3424,3,3.7586206896551726
1019,6,3.7586206896551726
2670,7,3.7586206896551726
778,16,3.7586206896551726
2640,5,3.7586206896551726
2395,1,3.7586206896551726
3347,0,3.7586206896551726
3386,0,3.758241758241758
3527,5,3.757575757575758
1569,3,3.757575757575758
3421,1,3.757575757575758
2664,14,3.757575757575758
322,0,3.757575757575758
3159,12,3.757575757575758
380,5,3.757575757575758
1017,4,3.757575757575758
3952,1,3.757575757575758
2087,20,3.757575757575758
3175,16,3.757142857142857
2321,3,3.7567567567567566
3543,12,3.7567567567567566
1175,1,3.7567567567567566
3203,4,3.7567567567567566
2353,6,3.7567567567567566
3129,1,3.7567567567567566
1277,1,3.7567567567567566
590,3,3.7560975609756095
431,4,3.7560975609756095
2080,12,3.7560975609756095
2288,17,3.7560975609756095
2076,17,3.7560975609756095
104,17,3.7560975609756095
1517,17,3.755813953488372
2628,10,3.755813953488372
